time.ms, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta
9183, 214.56152, 433.4152, 3.1170864, 407.77316, 390.6941, 4.5766115, 604.2992, 191.6051, 2.1267, 743.6524, 521.84753, 1.322034, 285.33673, 117.58179, 2.4009974, 35.516785, 282.383, 6.080084, 35.34778, 201.89569, 2.558687, 644.3852, 464.63263, 0.45532322, 149.40642, 658.11035, 4.632693, 512.4867, 747.3851, -1.4738619, 421.46198, 104.20703, 1.8857461, 260.61115, 575.80096, 3.8282003, 70.2626, 252.01923, 4.0415206, 547.04297, 165.85577, 0.97153354, 49.60608, 399.1846, 1.0871949, 210.66298, 528.5387, 1.7161787, 84.40146, 632.73755, 1.1924102, 236.81459, 452.96027, 4.1483765, 190.23924, 447.3087, 2.6391559, 383.97308, 378.18512, 5.8766975, 524.3415, 359.6734, 3.081265, 71.10083, 362.54694, 5.7122517, 247.68698, 652.6498, 6.146531, 628.4254, 317.15298, -2.2361238, 419.17755, 765.05383, 0.14077699, 152.11333, 258.39087, 3.2719963, 542.96533, 557.4247, 3.6375346, 204.9472, 643.23206, 2.9490893, 419.89, 365.61548, 5.1305037, 563.7151, 485.57825, 6.7638445, 403.57516, 373.08188, 0.16552456, 230.09245, 747.4306, 3.2297816, 684.03937, 273.05927, 3.0311906, 172.52942, 668.40295, 10.02273, 166.68576, 251.42712, -1.4455594, 364.22348, 321.7491, 1.3592591, 223.55896, 732.7774, 0.08940266, 460.71948, 197.11249, 2.9212334, 228.51509, 563.43994, 4.884647, 477.19092, 202.93268, -2.043353, 63.435425, 380.45038, 8.177763, 218.64748, 764.9869, 8.225815, 632.5578, 522.44464, 3.7931192, 387.28418, 403.3899, 5.6950045, 622.2982, 165.23462, 4.46863, 35.045227, 764.989, 4.4052505, 560.6705, 156.18268, 5.6587, 666.8672, 310.2401, 1.3818235, 356.92334, 37.56305, 3.4789753, 531.2347, 395.122, 4.1723957, 35.003326, 748.84753, 5.977417, 268.83472, 271.703, 3.575087, 147.8436, 241.42395, 1.9494323, 496.80444, 753.75885, -3.1766322, 538.7058, 768.5431, 6.203618, 193.05273, 431.55664, 5.7833104, 112.01022, 426.07535, -2.906882, 278.39813, 401.96173, 3.8823752, 240.46542, 172.49323, 6.3553643, 690.30176, 173.18323, 3.1049998, 238.3645, 581.14215, 3.9563413, 627.70264, 184.65448, 3.1868355, 373.54025, 590.2327, 1.9716696, 94.65924, 262.68982, 4.914101, 312.98102, 247.05481, 5.768336, 646.81793, 161.66626, 5.556549, 88.805084, 36.309814, 2.3832777, 553.3543, 407.64435, 4.2170744, 434.04187, 468.99512, 1.3152027, 373.3813, 390.18723, 9.020592, 715.10986, 531.27747, 2.9963002, 375.74652, 140.93561, 5.1092224, 106.50906, 107.897766, 4.599868, 423.85715, 404.26547, 9.631601, 276.62482, 367.3868, 3.5065584, 41.947784, 375.5411, 7.1103826, 622.2211, 468.11172, -0.20545582, 441.99857, 185.0495, 1.5017568, 229.77234, 238.93463, 7.677479, 290.6585, 333.53687, 5.4351707, 298.3095, 96.70038, 3.04758, 591.2331, 624.2138, 0.68924093, 224.95058, 40.845703, 4.1068254, 234.60358, 530.21533, 4.0560837, 458.9181, 181.1759, -0.22074792, 246.81642, 330.8643, 6.696891, 196.67328, 602.1244, 5.3130393, 64.13251, 34.994507, 1.8636435, 654.02686, 292.2492, 7.7549734, 599.28955, 522.39954, 5.208031, 282.49005, 347.347, 2.2769954, 134.74704, 651.74426, 1.486575, 383.1833, 418.8255, 2.5594115, 229.30785, 508.8377, 2.6578643, 47.82611, 191.73035, 5.724388, 319.3817, 696.8003, 2.5387108, 658.7268, 381.9419, 4.989978, 35.17978, 53.640625, 4.834349, 352.45337, 150.59619, 5.1025686, 40.20233, 223.75232, -0.7635005, 134.96362, 357.25256, 4.5416408, 202.54736, 464.01602, 9.450302, 301.78574, 477.4155, 5.2246237, 656.943, 332.41278, 4.864348, 146.20871, 341.5647, -0.4241386, 451.21603, 384.32178, 7.8257294, 692.5742, 154.9361, 1.7856624, 438.38058, 224.27417, 5.826304, 36.702698, 697.7563, 6.32707, 376.16867, 35.22174, 2.990381, 574.84595, 631.60156, 2.0108695, 218.09119, 446.97983, 3.1174371, 422.38385, 87.99823, 0.2690448, 755.0427, 417.49496, 3.31764, 447.68555, 65.02338, 5.877107, 501.94293, 227.5799, 1.2073964, 632.6865, 501.403, 4.262873, 624.0256, 106.28711, 7.423543, 547.9032, 584.7699, 2.6007087, 602.4523, 451.7445, 3.343626, 510.82538, 68.18707, 6.7341447, 363.9248, 750.7836, 2.1171813, 259.93597, 353.11847, 1.1558267, 272.46643, 471.6391, 4.2555456, 465.30444, 230.01886, 2.822534, 348.15845, 443.15802, 1.0622925, 98.01843, 57.078857, 5.8119035, 243.43257, 605.9595, 3.0428727, 489.57892, 732.6145, 2.4530947, 194.19083, 763.91766, 1.1469232, 496.13922, 678.7663, 3.8781, 53.1929, 434.2278, 5.8943915, 409.00223, 187.18213, 5.7501698, 611.43835, 125.118164, 0.8203046, 442.40137, 117.27051, 1.8673608, 50.29138, 236.64587, 4.064754, 763.70544, 755.6499, 2.7392802, 404.10382, 161.96246, 5.3896813, 692.3345, 463.38425, 2.9221041, 549.90924, 746.70764, 5.204705, 644.0746, 272.61517, 5.0641775, 578.5254, 400.21356, 0.61760277, 344.4078, 168.63354, 2.4495614, 617.0496, 235.29388, 8.14979, 34.918518, 534.06525, 4.323281, 671.4241, 589.28546, 0.9294616, 42.624146, 414.31598, 2.4889033, 566.74457, 686.24493, 6.245095, 337.8563, 34.04785, 1.1414499, 543.21594, 111.22748, 8.726837, 324.34875, 669.0774, 4.1990995, 489.2976, 642.71857, 1.9212422, 289.87225, 312.10266, 2.3760476, 470.39255, 296.99402, 3.5647051, 66.037476, 406.1149, 6.1345534, 499.09866, 288.40674, 1.616765, 470.43542, 728.7411, 1.1390898, 35.014984, 70.05359, 3.3875656, 567.41113, 368.87616, 0.7847606, 278.151, 661.7312, 4.8020616, 432.1506, 202.56183, 2.6927404, 233.07457, 471.11566, 2.830954, 643.35095, 250.54517, 1.5979908, 733.5886, 635.9921, 2.8600428, 290.165, 425.4976, 3.022433, 764.0382, 157.9574, 2.9798875, 559.5396, 178.91864, 4.420944, 710.36816, 576.44617, 3.2333384, 219.02876, 389.74048, -0.5950798, 263.50827, 668.44324, 1.6581242, 336.30026, 151.82751, 0.4191977, 565.7337, 132.60205, 0.46476972, 744.78284, 373.79123, 6.4590154, 216.06021, 415.84637, 4.4363995, 608.3367, 667.69293, -1.0583217, 614.06537, 684.528, 3.672823, 92.76941, 149.47656, 6.3292603, 528.44574, 733.7875, -0.29238787, 277.89673, 252.51416, 1.7380402, 604.89307, 632.9156, 3.797203, 719.8417, 604.9414, 3.7578316, 479.20947, 185.87732, 5.989396, 306.01984, 81.96411, -0.17762287, 587.749, 473.5794, 2.8379748, 225.44879, 624.3259, 2.0936244, 406.84885, 73.67151, 1.4915006, 85.289795, 612.82227, 6.4333467, 35.17108, 516.8307, 6.102576, 366.57614, 370.1264, 0.6689906, 437.43066, 104.88098, 4.970518, 301.25757, 669.44806, 3.8350692, 473.40826, 702.71173, 4.1987643, 437.09937, 240.52234, 2.6848385, 294.53778, 259.1208, 4.7296066, 754.74194, 113.23694, 0.29629683, 349.40503, 679.1425, 4.723711, 586.72144, 664.48645, 4.0376596, 432.47418, 346.79953, 0.1444894, 612.82544, 485.86685, 3.6777344, 393.40634, 182.30682, 0.99372995
12211, 181.15182, 365.3092, 3.7130716, 378.62842, 397.4062, 5.34068, 604.5282, 165.74194, 1.9533579, 764.9829, 571.79407, 0.20048766, 306.2777, 74.89026, 3.3433626, 35.474213, 351.2793, 6.0266476, 35.385315, 142.7865, 2.7383032, 698.6903, 520.13806, 1.0677756, 139.78745, 642.0557, 4.7164326, 470.40356, 761.07184, -0.7534236, 424.60022, 152.24292, 0.7071223, 247.76556, 508.08844, 2.338999, 36.11789, 229.7926, 3.1994293, 537.75793, 232.16425, -0.14494208, 90.27716, 442.45016, -0.3850978, 242.56339, 485.617, 2.6445415, 107.81958, 640.6379, 2.8705173, 214.13904, 381.8227, 3.1358595, 157.65709, 432.84003, 3.8538268, 368.43164, 373.7048, 7.569377, 566.3041, 316.3698, 2.632022, 97.99075, 368.26712, 7.381304, 267.28494, 708.6157, 7.3062224, 553.50586, 271.62122, -2.0314674, 394.97925, 764.26697, -1.5676442, 168.4328, 201.32147, 2.307795, 478.8456, 506.86493, 4.6104865, 238.9159, 575.6064, 3.218619, 414.5311, 365.12283, 2.7626712, 588.35394, 560.37256, 6.2914143, 391.75284, 370.88223, 2.181409, 241.9565, 748.8392, 5.753081, 683.59155, 215.0387, 5.521523, 166.9494, 646.0762, 10.34978, 194.01752, 228.21509, -4.1797156, 424.72766, 352.72302, -0.38342965, 227.50993, 739.82404, 0.8302862, 467.65375, 196.14868, 1.6528809, 136.11365, 586.85046, 5.1554174, 477.26202, 212.1405, -2.56745, 111.59613, 378.74597, 9.091464, 273.63666, 744.86743, 9.092274, 570.3734, 502.9594, 5.2285275, 371.64136, 413.55682, 8.485801, 566.2432, 170.89923, 5.3633018, 34.88434, 766.9208, 5.487706, 561.3124, 217.27075, 7.2024794, 747.21277, 313.91144, 2.2558677, 378.94443, 35.301575, 2.991123, 473.8664, 344.83093, 4.6092043, 35.054626, 746.8096, 5.059611, 267.99255, 230.11316, 2.8184996, 195.32565, 204.73785, 2.2572896, 516.44604, 722.7639, -3.8972294, 492.7414, 764.26196, 5.0825276, 148.89453, 418.11545, 5.609946, 131.81223, 385.79883, -4.093351, 211.76115, 363.26614, 4.454887, 270.81503, 213.11365, 7.7648726, 721.1075, 127.05676, 2.2182689, 168.57149, 583.52966, 3.9498637, 620.58325, 164.4602, 3.477878, 458.05347, 575.9264, 0.524806, 52.68799, 248.24292, 3.1508732, 277.81366, 271.77124, 4.734002, 641.17786, 170.73468, 4.8041368, 154.11957, 35.127014, 1.6696359, 510.18042, 360.47906, 2.3527844, 513.7826, 483.31644, 2.8251026, 350.04504, 387.93936, 10.210523, 741.13074, 460.77573, 1.7519274, 325.77472, 147.56512, 5.1669497, 35.115845, 119.07892, 6.0594425, 410.35974, 392.8549, 9.426672, 302.75024, 345.2609, 5.5124154, 91.68912, 387.2701, 9.076551, 579.9696, 448.66122, -2.3136637, 452.51376, 181.06238, 1.5876831, 292.6129, 241.25012, 5.0660458, 300.5058, 304.4324, 5.314394, 278.22958, 61.770386, 5.73002, 610.3799, 598.31, 2.050434, 172.41164, 35.467896, 5.827647, 238.02997, 461.4832, 3.7395656, 471.04095, 179.46484, 0.15819944, 266.36572, 359.3247, 7.35651, 141.94748, 618.5312, 4.875998, 130.25226, 46.436157, 2.7382565, 745.0475, 290.2811, 7.3924923, 526.9115, 503.70227, 4.3180904, 296.04523, 323.18872, 2.5979176, 125.285675, 628.38904, 1.3659552, 382.27545, 426.4049, 3.6091554, 243.34233, 436.11676, 2.459962, 37.252075, 167.66675, 3.9894567, 310.10068, 630.64075, 3.6007705, 605.0814, 404.8096, 5.244424, 34.962128, 35.039734, 5.0591526, 324.16248, 169.82489, 7.191747, 34.776367, 186.69312, -1.7945089, 64.79071, 305.42178, 3.8023643, 178.07814, 427.9237, 10.612046, 255.55048, 451.18634, 3.4264305, 573.9987, 343.0949, 4.788343, 115.81793, 360.10004, -1.3207616, 478.33926, 362.6339, 9.567251, 755.0189, 182.35852, 0.7594192, 435.4685, 237.88812, 5.977115, 45.872375, 728.50244, 6.476124, 398.81534, 35.019287, 2.487779, 604.771, 618.70776, 2.102432, 178.82529, 403.38486, 4.131031, 433.156, 135.54517, -0.6111343, 748.85547, 397.16507, 2.7584736, 452.9993, 138.47925, 6.177284, 575.4581, 249.33374, 1.1161995, 567.07605, 464.52313, 3.941131, 696.95166, 131.59949, 7.760487, 551.595, 522.76196, 3.3231134, 603.8703, 430.9872, 4.250231, 563.031, 136.08655, 6.9894896, 414.03452, 711.1835, 3.0683944, 287.21808, 353.54163, 2.549959, 243.16943, 414.9448, 3.7559538, 453.3426, 222.505, 4.651869, 432.05304, 493.89557, 0.88332456, 54.353607, 120.77472, 5.106885, 201.51924, 560.5238, 4.613054, 538.7286, 729.52563, 0.3475626, 257.4079, 763.5126, 1.9363953, 447.43298, 607.9143, 3.6793175, 36.273468, 508.9344, 6.455341, 407.6928, 259.32013, 5.98265, 641.2345, 152.59369, -0.09905821, 523.6496, 121.85339, 1.5039034, 35.047577, 204.52301, 3.1705503, 764.8782, 668.7218, 3.0288694, 382.08997, 225.2829, 6.1501737, 698.1649, 371.86804, 3.2917922, 522.0911, 764.6726, 4.004063, 583.6262, 266.44696, 3.8280659, 587.7214, 428.76443, 1.0748034, 339.56717, 174.74371, 4.050147, 676.8036, 229.52869, 8.663614, 35.31775, 547.54456, 5.002066, 701.64856, 607.5461, 0.4990036, 76.00537, 431.51532, 0.9358907, 547.30493, 765.24994, 5.6500335, 361.38873, 35.566162, 1.6723014, 595.313, 39.322876, 8.792112, 296.2072, 607.82196, 3.6644022, 564.34235, 635.2471, 2.1688192, 364.92975, 270.40564, 1.8509161, 448.69077, 246.97339, 4.4245973, 36.969788, 474.18115, 5.565049, 547.54517, 315.65045, 1.3846006, 495.0183, 720.3484, 1.0564466, 35.51776, 51.032043, 3.4929247, 589.4413, 408.17197, 0.5165071, 311.72348, 736.55695, 6.7613025, 433.18063, 213.3681, 0.48896098, 231.01015, 402.5081, 2.4361787, 640.2777, 321.9267, -0.59885585, 704.0325, 623.1394, 3.6096966, 267.51196, 381.34497, 4.9627695, 740.81445, 137.42236, 3.7312, 509.4989, 248.96088, 4.8927464, 637.435, 557.10486, 5.342524, 254.17003, 390.16934, 1.8286364, 273.78903, 728.8727, -0.3339578, 304.97025, 221.26953, -0.2672926, 561.1321, 192.98267, 0.26138264, 759.24054, 384.98596, 5.9039, 156.55188, 357.37442, 4.729559, 548.4513, 698.26056, -0.12846975, 563.9622, 680.0735, 4.947602, 51.36081, 145.53528, 4.2474656, 531.1057, 750.8799, -0.82969767, 338.2392, 239.09784, 1.5413121, 624.20435, 609.42444, 3.9140801, 666.0912, 544.2689, 4.4641094, 486.8978, 198.47626, 5.3796277, 253.09848, 83.06799, -0.6432071, 543.77136, 408.93002, 4.051084, 252.4271, 558.943, 3.286682, 442.82077, 110.390564, 0.2563133, 91.06583, 681.5065, 6.3656273, 96.349884, 540.3309, 7.490623, 308.99142, 402.5941, -0.70864123, 437.98038, 162.09418, 5.5761933, 304.7137, 583.11646, 2.2841506, 409.06918, 695.62317, 6.212023, 426.15573, 250.9541, 2.8425593, 280.1587, 251.1576, 1.8521237, 736.58, 121.98132, -0.99047613, 361.52277, 630.6437, 2.5808327, 542.78296, 594.26825, 3.7957594, 427.3218, 382.5742, -0.7886558, 562.5089, 435.30524, 2.9672005, 393.98288, 244.97595, 1.0162314
