time.ms, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta
9343, 333.38803, 510.85803, 5.375484, 510.311, 344.7225, 4.8517404, 238.59521, 423.2312, 0.77277094, 246.02509, 272.09448, 3.178999, 471.86942, 509.63998, 4.2044125, 153.30844, 407.5383, 4.4495907, 558.1515, 225.63916, 1.791694, 369.4922, 241.01782, 3.9471252, 628.9984, 463.11746, 2.4219658, 436.34384, 372.23944, 2.4541698, 535.75226, 197.33264, 6.222355, 503.47836, 608.7931, 3.1623876, 475.26187, 460.00723, 3.6602862, 229.00122, 637.25854, 4.012734, 584.0311, 321.44388, 3.8255062, 571.8834, 636.33997, 1.3918483, 575.3567, 474.26666, 5.5466866, 575.12915, 432.71655, 4.53956, 409.93076, 218.98767, 3.6829145, 390.3255, 356.13528, 2.6834412, 470.8441, 364.5258, 3.2413611, 232.3243, 442.1564, 3.66545, 244.36816, 343.11456, 0.36985266, 573.5763, 557.99255, 5.5199327, 467.096, 465.4114, 1.295582, 568.76624, 315.794, 0.047830917, 631.26733, 298.16037, 4.5579367, 592.27466, 552.4226, 3.8821032, 541.8134, 190.80981, 2.650653, 492.01993, 451.52448, 3.9318857, 638.4569, 579.402, 4.2263346, 316.85248, 252.26605, 2.1385198, 222.59506, 443.22412, 1.6749651, 366.37247, 443.3103, 2.9377272, 255.13635, 229.20532, 5.4515305, 292.44852, 460.2222, 3.5495744, 579.7449, 379.31915, 1.0411651, 540.7146, 202.99103, 3.403935, 364.1079, 323.93933, 2.066495, 486.5023, 248.56592, 4.9554367, 217.63422, 411.82718, 3.3778596, 502.34473, 354.68582, 5.9643416, 289.98022, 302.05508, 5.7429485, 280.7523, 194.41254, 5.99671, 571.43567, 526.3788, 4.4037375, 595.56665, 177.02606, 4.594198, 235.17816, 296.52267, 5.510802, 538.199, 558.8783, 0.40464476, 440.1367, 592.95825, 4.0000505, 392.88983, 488.79587, 2.3345537, 313.97388, 190.7533, 2.6108937, 246.07259, 197.04883, 4.8308387, 646.3378, 387.12784, 2.716541, 154.61514, 251.43372, 5.189063, 605.0945, 239.70691, 0.62152326, 256.3077, 419.49756, 2.0629313, 256.08163, 275.15533, 2.7024412, 357.86557, 532.7748, 1.3839979, 254.60857, 236.9602, 5.3748875, 291.41998, 257.1242, 4.8676977, 568.5449, 252.46722, 4.822796, 533.6, 469.62634, 2.0448072, 526.1255, 211.31262, 5.8809958, 326.59637, 277.74487, 0.34449705, 196.41238, 354.68713, 4.13021, 331.77933, 201.4989, 3.9350114, 638.2594, 284.44946, 4.8983493, 325.17838, 192.1222, 3.656713, 613.10535, 156.57483, 5.7825966, 519.6832, 192.98114, 2.4710672, 567.3983, 176.88513, 5.302848, 436.41278, 550.61536, 4.8312798, 607.00256, 514.66626, 4.8992863, 636.3478, 623.76746, 1.0506537, 510.11526, 357.6557, 1.8014481, 565.81396, 347.60922, 5.9146876, 626.7052, 292.2321, 4.4599795, 365.55634, 340.59534, 4.867436, 324.3428, 197.00104, 0.8730403, 540.0775, 382.8947, 1.6417347, 606.3745, 487.8754, 1.6389511, 563.72546, 436.4024, 3.7378154, 486.33322, 235.77563, 5.169846, 591.14136, 218.12927, 3.4239235, 532.6465, 439.35645, 2.912957, 353.0411, 589.224, 4.9826875, 172.16408, 523.177, 3.8704743, 405.82632, 510.04764, 5.3297014, 452.2408, 176.14545, 0.8847751, 223.48672, 561.37024, 1.9102559, 206.70331, 415.982, 0.43034902, 345.57654, 271.45776, 1.603459, 560.40076, 615.96075, 0.10908417, 479.75967, 369.26733, 3.596644, 535.2966, 566.2551, 4.079152, 450.63586, 480.96387, 3.037914, 601.90247, 518.8085, 0.13642842, 339.28622, 300.3438, 4.558965, 317.78656, 429.86127, 3.1604197, 625.4263, 364.21503, 4.731827, 359.01157, 381.38586, 5.230177, 310.31873, 446.2577, 1.5025865, 521.0478, 309.62213, 5.184849, 411.16315, 463.2711, 5.0811915, 429.36304, 300.73325, 5.7396574, 603.3506, 277.73065, 3.8579347, 480.45215, 281.2649, 5.2523336, 224.34938, 542.8875, 1.000107, 185.17743, 410.08905, 5.3417773, 292.40192, 129.47205, 2.0434957, 341.64386, 307.96228, 3.7700982, 284.8544, 479.35797, 2.7379391, 623.1351, 341.265, 1.9103531, 547.07556, 338.12085, -0.15083754, 320.26178, 245.09698, -0.13156942, 249.72551, 206.81604, 3.904102, 408.1402, 324.66382, 7.3061347, 162.45364, 306.0843, 2.4623954, 558.692, 368.03384, 0.4690251, 395.1328, 379.10367, 2.3415878, 451.63794, 238.20361, 4.027286, 140.25854, 215.03735, -0.7873696, 434.30328, 191.2041, 4.481344, 348.72104, 477.81906, 1.6998153, 278.0307, 528.45825, 5.3374624, 451.1051, 488.84613, 2.9020865, 400.78204, 426.25946, 2.95745, 319.483, 300.2033, 0.44073486, 333.50247, 218.52563, 5.0474606, 501.6803, 585.67175, 3.5433035, 124.374695, 275.54254, 0.8405473, 643.9429, 330.56274, 0.95353705, 267.92722, 239.31494, 3.3479462, 620.1888, 396.7032, 3.404614, 367.54218, 603.0156, 5.2653728, 339.20734, 457.70544, 1.2247115, 243.89728, 402.84793, 4.515471, 394.65393, 630.91797, 4.9418135, 280.6094, 330.82706, 2.8425772, 149.23941, 712.93225, 0.4975575, 620.41907, 548.9458, 4.3845854, 284.64255, 236.24951, 4.7122564, 539.5876, 548.11224, 0.19649124, 529.2356, 602.16187, 5.730502, 253.18933, 470.37442, 1.5725017, 321.30624, 316.1037, 3.5813267, 316.15082, 619.38654, 4.372767, 450.76804, 429.63577, 4.438645, 510.56982, 159.52325, 3.6262267, 254.05908, 170.63708, 6.5225344
12239, 333.38803, 510.85803, 5.375484, 510.311, 344.7225, 4.8517404, 238.59521, 423.2312, 0.77277094, 246.02509, 272.09448, 3.178999, 473.826, 504.72137, 3.8409839, 153.30844, 407.5383, 4.4495907, 545.8613, 215.13623, 1.8480253, 369.4922, 241.01782, 3.9471252, 628.9984, 463.11746, 2.4219658, 436.34384, 372.23944, 2.4541698, 535.75226, 197.33264, 6.222355, 501.79166, 609.50104, 3.3061972, 475.26187, 460.00723, 3.6602862, 229.00122, 637.25854, 4.012734, 584.0311, 321.44388, 3.8255062, 571.8834, 636.33997, 1.3918483, 575.3567, 474.26666, 5.5466866, 575.12915, 432.71655, 4.53956, 379.38074, 204.0456, 2.798144, 390.3255, 356.13528, 2.6834412, 482.92456, 378.30252, 3.0589118, 232.3243, 442.1564, 3.66545, 244.36816, 343.11456, 0.36985266, 573.5763, 557.99255, 5.5199327, 474.12073, 451.2575, 0.4543011, 568.76624, 315.794, 0.047830917, 631.26733, 298.16037, 4.5579367, 591.71594, 553.22864, 3.954807, 541.8134, 190.80981, 2.650653, 492.01993, 451.52448, 3.9318857, 638.4569, 579.402, 4.2263346, 292.64575, 289.8294, 1.8898455, 222.59506, 443.22412, 1.6749651, 366.37247, 443.3103, 2.9377272, 248.06323, 192.70319, 3.4222827, 282.20972, 416.54968, 3.9794617, 579.7449, 379.31915, 1.0411651, 540.7146, 202.99103, 3.403935, 364.1079, 323.93933, 2.066495, 486.5023, 248.56592, 4.9554367, 217.63422, 411.82718, 3.3778596, 502.34473, 354.68582, 5.9643416, 277.87503, 255.24951, 6.745092, 284.88144, 200.0636, 6.528548, 548.1609, 515.3463, 4.9162674, 595.56665, 177.02606, 4.594198, 235.17816, 296.52267, 5.510802, 548.2577, 627.8108, 1.5910751, 440.1367, 592.95825, 4.0000505, 406.99957, 504.0983, 2.0389345, 313.97388, 190.7533, 2.6108937, 187.9175, 147.50195, 5.2395625, 646.3378, 387.12784, 2.716541, 154.61514, 251.43372, 5.189063, 605.0945, 239.70691, 0.62152326, 256.3077, 419.49756, 2.0629313, 256.08163, 275.15533, 2.7024412, 357.86557, 532.7748, 1.3839979, 236.44824, 236.52002, 6.785801, 291.41772, 257.12732, 4.8679733, 542.1457, 219.44409, 3.2517507, 533.6, 469.62634, 2.0448072, 526.1255, 211.31262, 5.8809958, 304.82278, 294.27277, 1.1008074, 196.41238, 354.68713, 4.13021, 331.67862, 201.43799, 3.9257302, 638.2594, 284.44946, 4.8983493, 325.17838, 192.1222, 3.656713, 613.10535, 156.57483, 5.7825966, 519.68005, 192.98236, 2.4712017, 567.3983, 176.88513, 5.302848, 436.41278, 550.61536, 4.8312798, 607.00256, 514.66626, 4.8992863, 636.3478, 623.76746, 1.0506537, 510.11526, 357.6557, 1.8014481, 565.81396, 347.60922, 5.9146876, 626.7052, 292.2321, 4.4599795, 365.55634, 340.59534, 4.867436, 324.3428, 197.00104, 0.8730403, 550.0864, 422.2551, 2.8653836, 606.3745, 487.8754, 1.6389511, 563.72546, 436.4024, 3.7378154, 486.33322, 235.77563, 5.169846, 591.14136, 218.12927, 3.4239235, 532.6465, 439.35645, 2.912957, 353.0411, 589.224, 4.9826875, 172.16408, 523.177, 3.8704743, 405.82632, 510.04764, 5.3297014, 452.2408, 176.14545, 0.8847751, 223.48672, 561.37024, 1.9102559, 206.70331, 415.982, 0.43034902, 345.57654, 271.45776, 1.603459, 560.40076, 615.96075, 0.10908417, 486.52106, 374.90207, 3.5830963, 543.1824, 628.07477, 4.884557, 459.62164, 410.01712, 3.2227612, 601.90247, 518.8085, 0.13642842, 307.09195, 298.67123, 5.186771, 317.78656, 429.86127, 3.1604197, 625.4263, 364.21503, 4.731827, 301.0385, 413.25568, 5.427483, 371.37268, 462.22614, 1.0391831, 460.31506, 343.49164, 5.895815, 404.02502, 489.42004, 5.489606, 438.9642, 341.05243, 7.8094735, 549.2068, 222.82495, 4.0022554, 413.1084, 320.8414, 5.3427534, 292.56213, 582.0165, 1.998696, 121.29193, 456.61096, 5.3417773, 365.37894, 91.27649, 2.0729156, 314.68683, 298.41586, 4.8578978, 286.1916, 424.0563, 4.111073, 680.803, 354.99304, 0.80276483, 550.967, 414.49652, 0.14497614, 298.38568, 283.45526, -1.2152591, 191.22832, 154.91577, 3.9383645, 476.77112, 373.9339, 6.8523555, 218.84534, 234.599, 2.4750977, 595.04315, 433.11185, 0.35558727, 451.4836, 358.40067, 1.4073685, 387.14227, 204.57306, 4.4010696, 81.15149, 268.698, -1.1542692, 347.71426, 179.26764, 4.6428375, 392.251, 504.59943, 1.7524933, 276.88965, 570.0724, 6.9642816, 460.63583, 417.49878, 3.2712383, 425.15857, 361.52502, 2.3451753, 295.0677, 305.84985, 0.81375915, 311.93317, 266.61987, 6.2826815, 478.26028, 511.4868, 3.334789, 181.40146, 336.28632, 0.53994995, 665.8555, 391.7534, -0.60295296, 240.93225, 195.69531, 2.1727624, 603.6509, 318.57904, 3.1303656, 293.5354, 639.1003, 5.115743, 390.54327, 480.32584, 0.6950006, 171.45154, 388.39474, 4.515471, 320.7345, 659.1125, 5.2503543, 274.5178, 262.67664, 3.0890265, 190.58928, 761.9648, 1.369495, 553.7637, 520.51373, 4.080481, 248.87799, 211.29675, 3.4922082, 545.8102, 620.37787, 0.05195665, 496.9272, 675.42346, 5.8545527, 304.05823, 444.0857, 3.2644966, 302.4322, 320.1555, 3.9533305, 249.03331, 605.02625, 4.447374, 397.91068, 385.21194, 3.413244, 484.75684, 86.66266, 3.3157048, 261.51617, 201.12811, 5.0689273
15256, 333.38803, 510.85803, 5.375484, 510.311, 344.7225, 4.8517404, 238.59521, 423.2312, 0.77277094, 212.46762, 253.79346, 3.0310912, 458.70972, 411.40375, 3.9176733, 153.30844, 407.5383, 4.4495907, 487.1938, 156.90576, 1.9894004, 369.4922, 241.01782, 3.9471252, 629.81354, 465.8758, 2.6468809, 436.40414, 372.54523, 2.4293907, 532.9541, 189.19922, 5.547103, 501.79166, 609.50104, 3.3061972, 463.65897, 411.32584, 4.8982387, 229.00122, 637.25854, 4.012734, 584.0311, 321.44388, 3.8255062, 571.8834, 636.33997, 1.3918483, 575.3567, 474.26666, 5.5466866, 575.12915, 432.71655, 4.53956, 292.3807, 205.59552, 3.1404426, 331.94467, 357.88263, 2.2167807, 508.55933, 458.74222, 0.39608878, 232.3243, 442.1564, 3.66545, 244.36816, 343.11456, 0.36985266, 573.5763, 557.99255, 5.5199327, 468.26944, 409.5248, 1.1448534, 568.76624, 315.794, 0.047830917, 631.26733, 298.16037, 4.5579367, 591.71594, 553.22864, 3.954807, 541.8134, 190.80981, 2.650653, 484.3567, 443.5911, 3.8167038, 638.4569, 579.402, 4.2263346, 209.02127, 262.91327, 1.1070706, 222.59506, 443.22412, 1.6749651, 366.37247, 443.3103, 2.9377272, 267.55374, 166.24615, 2.5663025, 227.96114, 387.2911, 2.6810093, 579.7449, 379.31915, 1.0411651, 488.56262, 152.15387, 3.588717, 356.363, 316.7407, 1.2963878, 486.5023, 248.56592, 4.9554367, 203.89526, 410.23813, 4.303031, 505.20905, 355.46652, 6.1777596, 271.75427, 188.19104, 7.1631675, 272.64706, 183.29016, 7.0072684, 481.93283, 447.88486, 4.4585524, 595.56665, 177.02606, 4.594198, 235.17816, 296.52267, 5.510802, 550.70966, 717.28754, 1.767058, 440.1367, 592.95825, 4.0000505, 460.0873, 540.2118, 5.480931, 307.29584, 189.37799, 2.121882, 109.18268, 81.89905, 5.777968, 646.3378, 387.12784, 2.716541, 154.61514, 251.43372, 5.189063, 606.7256, 210.5072, 0.59901637, 223.46246, 389.42618, -0.88740003, 211.5758, 258.6715, 3.6870222, 362.49146, 529.28845, 1.4349701, 236.44814, 236.52002, 6.78581, 291.41772, 257.12732, 4.8679733, 483.59387, 160.29834, 3.3416286, 533.6, 469.62634, 2.0448072, 478.69485, 160.99622, 5.8055673, 269.05, 324.83334, 1.1962314, 233.20924, 387.20917, 2.9151695, 293.05054, 210.48022, 4.0314236, 638.2594, 284.44946, 4.8983493, 289.88184, 201.16345, 3.9182808, 613.10535, 156.57483, 5.7825966, 482.42566, 155.48322, 3.0458794, 567.3983, 176.88513, 5.302848, 445.8222, 570.6256, 4.674473, 607.00256, 514.66626, 4.8992863, 636.3478, 623.76746, 1.0506537, 510.11526, 357.6557, 1.8014481, 565.81396, 347.60922, 5.9146876, 626.7052, 292.2321, 4.4599795, 328.7384, 354.109, 5.7825074, 287.65515, 205.2873, 0.56571907, 561.16614, 514.13354, 2.3082645, 623.11865, 529.7854, 2.6895409, 566.12885, 514.3149, 2.0033731, 486.33322, 235.77563, 5.169846, 591.14136, 218.12927, 3.4239235, 534.08966, 440.4251, 3.0343156, 353.0411, 589.224, 4.9826875, 172.16408, 523.177, 3.8704743, 441.02213, 569.5155, 5.244932, 452.2408, 176.14545, 0.8847751, 223.48672, 561.37024, 1.9102559, 206.15599, 416.6873, 0.50087893, 345.57654, 271.45776, 1.603459, 560.40076, 615.96075, 0.10908417, 512.7063, 461.4401, 1.2570823, 545.78894, 717.90076, 5.0784326, 471.4632, 360.18524, 2.5349495, 601.90247, 518.8085, 0.13642842, 273.4729, 326.93988, 5.8281193, 317.78656, 429.86127, 3.1604197, 625.4263, 364.21503, 4.731827, 232.83998, 408.56693, 5.318223, 414.77222, 522.1692, 0.7056398, 503.2924, 408.28668, 6.436589, 443.96457, 556.90015, 5.816697, 488.79095, 379.58563, 5.7583423, 490.8316, 163.86676, 3.903082, 330.7018, 346.63266, 5.834736, 349.42667, 514.44885, 3.1936707, 34.10263, 517.3145, 5.060046, 458.9818, 39.888245, 2.0729156, 281.6878, 327.9871, 5.0295954, 217.15305, 395.3475, 2.8020887, 752.503, 428.92004, 0.84865445, 563.1259, 506.65015, -0.036505427, 217.6497, 263.25067, -2.0947442, 113.221954, 88.70703, 3.970362, 516.0181, 454.5777, 5.701212, 219.34818, 144.48969, 3.2495277, 623.40137, 521.9853, 0.22017457, 517.5697, 432.43893, 0.6242663, 299.86255, 204.91089, 4.9056816, 34.95761, 330.41168, -0.09715704, 275.2727, 169.91425, 4.7565084, 432.7785, 568.64197, 1.036656, 356.8137, 562.9416, 8.391579, 467.2044, 367.6156, 2.139627, 482.24213, 357.93015, 0.8226011, 263.19452, 334.21402, 0.75374955, 274.24347, 313.05328, 6.457592, 463.00467, 418.9026, 3.1759274, 228.10301, 379.66675, 0.09988709, 602.1306, 471.10052, -0.9378882, 267.45667, 154.07324, 0.3427101, 606.7946, 218.07129, 3.0889122, 185.90402, 678.0416, 4.984023, 429.06674, 543.8048, 0.4297325, 86.67355, 342.17163, 4.097769, 236.83496, 710.4696, 5.3051043, 272.82996, 196.77936, 3.7565396, 290.92847, 764.6997, 1.5758474, 487.41776, 453.06958, 3.9810207, 247.0492, 160.54962, 2.0899353, 547.9606, 710.0217, 0.12397884, 447.954, 766.61194, 5.559152, 256.91785, 403.34396, 4.5287833, 269.41684, 349.17706, 3.8977416, 159.59839, 567.37195, 4.499125, 349.4085, 350.47632, 4.711997, 474.50018, 35.694214, 3.6737344, 256.98065, 173.87537, 3.4906006
18274, 333.38803, 510.85803, 5.375484, 510.311, 344.7225, 4.8517404, 238.59521, 423.2312, 0.77277094, 140.93677, 201.66638, 2.8684902, 422.8317, 328.70575, 3.823289, 153.30844, 407.5383, 4.4495907, 446.795, 79.69885, 1.5817182, 369.4922, 241.01782, 3.9471252, 629.8142, 465.878, 2.6470602, 425.80222, 324.7686, 1.7585279, 532.9541, 189.19922, 5.547103, 501.79166, 609.50104, 3.3061972, 427.686, 329.3612, 5.116437, 229.00122, 637.25854, 4.012734, 584.0311, 321.44388, 3.8255062, 571.8834, 636.33997, 1.3918483, 575.3567, 474.26666, 5.5466866, 575.12915, 432.71655, 4.53956, 230.80576, 173.32397, 1.7688144, 350.56717, 413.7925, 2.816267, 431.44318, 480.07205, -0.18685365, 232.3243, 442.1564, 3.66545, 234.47107, 340.71094, -0.0715845, 592.27814, 603.33105, 5.6570244, 432.52136, 328.45535, 0.5908469, 568.76624, 315.794, 0.047830917, 631.26733, 298.16037, 4.5579367, 591.71594, 553.22864, 3.954807, 541.8134, 190.80981, 2.650653, 423.66623, 387.97412, 4.151419, 646.4801, 608.72437, 4.185913, 135.38977, 209.66467, 0.9268865, 222.59506, 443.22412, 1.6749651, 366.37247, 443.3103, 2.9377272, 251.97092, 159.98413, 1.9551526, 200.9317, 379.67654, 2.160024, 579.7449, 379.31915, 1.0411651, 450.7425, 76.72925, 3.3238063, 356.3364, 316.71704, 1.2936487, 486.5023, 248.56592, 4.9554367, 185.66469, 404.37064, 5.4189672, 513.9643, 351.04028, 6.8831444, 245.35889, 144.59863, 7.231998, 249.21037, 147.70844, 5.6020317, 420.63086, 391.93033, 5.021943, 584.20374, 111.885376, 3.78478, 235.17816, 296.52267, 5.510802, 574.01855, 779.1931, 2.6430268, 438.2735, 624.59204, 1.7026079, 461.63217, 541.1302, 5.620843, 307.29175, 189.37683, 2.1215534, 29.178528, 27.299805, 5.665636, 646.3378, 387.12784, 2.716541, 154.61514, 251.43372, 5.189063, 589.0502, 110.66821, 0.41758227, 197.18271, 376.93924, -1.5246452, 138.89874, 206.1759, 3.5106094, 362.51044, 529.2758, 1.4343599, 236.44814, 236.52002, 6.78581, 291.41772, 257.12732, 4.8679733, 442.06268, 81.124756, 3.0275617, 528.1112, 502.0311, 1.0836104, 466.69434, 154.28174, 5.9043536, 254.34053, 351.14862, -0.10443758, 203.13208, 388.31982, 3.5797806, 226.87804, 176.33337, 3.5674827, 638.2594, 284.44946, 4.8983493, 236.2726, 164.37592, 2.8976212, 613.10535, 156.57483, 5.7825966, 443.22574, 76.276184, 2.6987133, 567.3983, 176.88513, 5.302848, 493.06253, 642.3279, 5.14579, 607.00256, 514.66626, 4.8992863, 636.3478, 623.76746, 1.0506537, 558.62286, 368.19376, 1.0058833, 565.81396, 347.60922, 5.9146876, 626.7052, 292.2321, 4.4599795, 352.5182, 418.3397, 6.754515, 232.59094, 168.7113, -0.80278724, 583.3674, 607.2218, 2.1495395, 642.13776, 611.1212, 2.9420526, 587.4566, 604.43744, 2.1215887, 486.33322, 235.77563, 5.169846, 591.14136, 218.12927, 3.4239235, 535.70636, 441.64722, 3.187391, 353.0411, 589.224, 4.9826875, 172.16408, 523.177, 3.8704743, 489.0503, 645.15094, 5.4044967, 452.2408, 176.14545, 0.8847751, 223.48672, 561.37024, 1.9102559, 200.45645, 418.54654, 0.15511443, 345.57654, 271.45776, 1.603459, 560.40076, 615.96075, 0.10908417, 430.29263, 484.9799, 0.7151469, 562.93005, 781.7992, 5.112739, 557.1981, 372.9218, 0.00420863, 601.90247, 518.8085, 0.13642842, 249.95503, 360.23993, 4.49347, 318.90253, 422.29782, 3.216559, 625.4263, 364.21503, 4.731827, 157.85706, 486.8678, 5.434844, 448.50287, 604.62683, 0.6576645, 525.618, 494.76868, 6.4305873, 487.47482, 630.8429, 6.268197, 428.10275, 365.78693, 3.845994, 448.1364, 87.18494, 3.4440353, 343.0107, 412.5136, 7.8590765, 337.86853, 430.91403, 2.721879, 35.24121, 602.1147, 6.279627, 500.5451, 34.985657, 1.8306031, 255.95738, 365.42206, 4.3193183, 191.68634, 382.09372, 2.3705356, 761.7229, 519.49133, -0.063063815, 584.1156, 597.6659, 0.4381123, 144.11256, 211.6773, -2.294193, 35.06366, 36.102356, 4.221789, 438.17508, 484.5155, 4.4759507, 209.52263, 42.332886, 3.233814, 641.4076, 602.9007, 0.50428134, 472.40308, 503.82697, -1.1205432, 233.63905, 180.67944, 3.8009436, 35.51013, 431.5933, -0.025327632, 249.59079, 168.08362, 3.3213413, 480.9129, 646.8397, 1.3341703, 447.54297, 531.91455, 7.943429, 550.29175, 369.56128, 1.2636284, 509.04437, 433.6021, -0.26848474, 240.09526, 348.86774, -0.26809993, 262.43784, 348.45914, 5.509899, 425.91708, 336.76672, 3.015161, 206.64514, 375.11328, -0.8515494, 508.36362, 538.07697, -0.6737727, 268.1689, 169.46375, -1.5845128, 588.4723, 118.59924, 3.3871639, 84.00195, 704.04297, 4.77126, 472.0204, 616.7693, 1.3159237, 34.948975, 262.8755, 3.4310474, 146.09073, 763.61804, 4.9680295, 240.23685, 150.16064, 2.3421874, 365.53607, 757.9375, 1.900562, 427.34625, 395.6341, 4.057737, 276.5266, 151.3902, -0.39183357, 582.9673, 764.9662, 1.3701409, 380.39337, 763.8774, 4.6568613, 214.89664, 389.9187, 4.005316, 231.27654, 362.23874, 2.8794305, 63.853485, 546.4687, 4.528441, 315.7046, 407.91995, 7.1182556, 517.0389, 34.787415, 3.261145, 260.78064, 145.42957, 1.0029703
